season,season_label,date,location,outcome,point_margin,opponent,opp_conference,started,minutes,fg,fga,fg_pct,fg3,fg3a,ft,fta,rebounds,assists,steals,blocks,turnovers,points,game_score,double_double,triple_double,age
15,2010-11,2011-02-07,Away,W,9,MEM,Western,1,37.41,6,17,0.353,0,1,7,7,7,6,2,0,6,19,11.8,0,0,32
15,2010-11,2011-02-10,Away,W,6,BOS,Eastern,1,37.59,9,17,0.529,0,1,5,6,5,4,0,1,3,23,15.5,0,0,32
15,2010-11,2011-02-11,Away,W,17,NYK,Eastern,1,28.55,12,17,0.706,4,7,5,8,10,2,0,0,5,33,24.9,1,0,32
15,2010-11,2011-02-13,Away,L,-14,ORL,Eastern,1,33.12,8,18,0.444,1,4,0,0,4,5,1,0,2,17,11.7,0,0,32
15,2010-11,2011-02-14,Away,L,-20,CHA,Eastern,1,34.36,8,20,0.4,1,4,3,4,5,2,0,1,5,20,6.2,0,0,32
15,2010-11,2011-02-16,Away,L,-5,CLE,Eastern,1,38.3,8,24,0.333,1,6,0,0,12,2,0,1,7,17,0.9,1,0,32
15,2010-11,2011-02-22,Home,W,24,ATL,Eastern,1,26.29,5,11,0.455,2,4,8,8,3,5,2,0,1,20,18.5,0,0,32
15,2010-11,2011-02-23,Away,W,5,POR,Western,1,45.18,14,31,0.452,3,6,6,7,9,6,3,0,3,37,26.2,0,0,32
15,2010-11,2011-02-25,Home,W,13,LAC,Western,1,26.59,10,16,0.625,2,5,2,3,2,5,0,0,1,24,19.1,0,0,32
15,2010-11,2011-02-27,Away,W,3,OKC,Western,1,36.53,8,22,0.364,1,6,0,0,2,7,1,0,4,17,6.1,0,0,32
15,2010-11,2011-03-01,Away,W,11,MIN,Western,1,31.39,8,18,0.444,1,4,7,8,4,3,0,0,3,24,13.7,0,0,32
15,2010-11,2011-03-04,Home,W,8,CHA,Eastern,1,30.48,10,25,0.4,2,5,5,6,2,3,0,0,3,27,12.0,0,0,32
15,2010-11,2011-03-06,Away,W,16,SAS,Western,1,31.18,12,25,0.48,1,3,1,1,7,5,1,0,1,26,19.3,0,0,32
15,2010-11,2011-03-08,Away,W,14,ATL,Eastern,1,32.03,8,18,0.444,1,4,9,11,6,4,1,1,1,26,21.5,0,0,32
15,2010-11,2011-03-10,Away,L,-6,MIA,Eastern,1,39.31,8,21,0.381,4,8,4,5,2,2,1,0,3,24,10.9,0,0,32
15,2010-11,2011-03-12,Away,W,5,DAL,Western,1,32.56,6,20,0.3,0,3,4,4,5,4,3,0,2,16,10.1,0,0,32
15,2010-11,2011-03-14,Home,W,13,ORL,Eastern,1,30.53,7,19,0.368,0,1,2,2,5,4,1,0,1,16,9.8,0,0,32
15,2010-11,2011-03-18,Home,W,8,MIN,Western,1,28.21,6,17,0.353,2,5,4,5,4,5,1,0,4,18,9.0,0,0,32
15,2010-11,2011-03-20,Home,W,4,POR,Western,1,32.41,9,20,0.45,2,7,2,2,4,3,1,1,3,22,13.2,0,0,32
15,2010-11,2011-03-22,Home,W,2,PHO,Western,1,48.0,15,31,0.484,3,5,9,11,12,9,1,0,3,42,33.8,1,0,32
15,2010-11,2011-03-25,Home,W,8,LAC,Western,1,34.41,11,21,0.524,1,5,14,17,4,6,2,0,4,37,28.9,0,0,32
15,2010-11,2011-03-27,Home,W,18,NOH,Western,1,35.35,11,25,0.44,1,6,7,8,3,5,2,0,0,30,22.5,0,0,32
15,2010-11,2011-03-31,Home,W,28,DAL,Western,1,30.16,8,21,0.381,1,5,11,15,5,4,2,0,4,28,17.2,0,0,32
15,2010-11,2011-04-01,Away,W,11,UTA,Western,1,30.39,6,14,0.429,2,4,7,10,5,4,0,0,1,21,15.3,0,0,32
15,2010-11,2011-04-03,Home,L,-5,DEN,Western,1,37.42,10,27,0.37,0,4,8,9,4,4,3,0,2,28,17.7,0,0,32
15,2010-11,2011-04-05,Home,L,-1,UTA,Western,1,33.33,6,18,0.333,2,6,6,6,3,5,0,0,7,20,5.6,0,0,32
15,2010-11,2011-04-06,Away,L,-8,GSW,Western,1,31.55,10,20,0.5,1,5,4,6,2,2,4,0,3,25,16.8,0,0,32
15,2010-11,2011-04-08,Away,L,-7,POR,Western,1,31.57,10,25,0.4,4,8,0,3,2,4,0,0,3,24,9.3,0,0,32
15,2010-11,2011-04-10,Home,L,-14,OKC,Western,1,31.16,10,19,0.526,2,4,9,10,4,4,3,1,4,31,24.6,0,0,32
15,2010-11,2011-04-12,Home,W,9,SAS,Western,1,36.34,8,21,0.381,2,6,9,9,6,4,0,0,4,27,14.9,0,0,32
15,2010-11,2011-04-13,Away,W,8,SAC,Western,1,38.11,13,24,0.542,1,2,9,10,9,6,1,1,2,36,31.0,0,0,32
