season,season_label,date,location,outcome,point_margin,opponent,opp_conference,started,minutes,fg,fga,fg_pct,fg3,fg3a,ft,fta,rebounds,assists,steals,blocks,turnovers,points,game_score,double_double,triple_double,age
3,1998-99,1999-04-17,Away,L,-16,UTA,Western,1,42.05,6,16,0.375,2,4,3,5,5,5,0,0,4,17,7.6,0,0,20
3,1998-99,1999-04-19,Home,W,15,VAN,Western,1,36.22,6,11,0.545,0,3,5,6,4,8,1,0,1,17,16.5,0,0,20
3,1998-99,1999-04-20,Away,W,4,GSW,Western,1,40.22,10,17,0.588,3,4,4,5,5,5,1,3,5,27,21.8,0,0,20
3,1998-99,1999-04-21,Away,L,-6,POR,Western,1,45.26,7,15,0.467,2,5,6,7,6,4,2,1,6,22,14.4,0,0,20
3,1998-99,1999-04-24,Away,L,-27,SAS,Western,1,38.04,5,14,0.357,0,2,1,2,4,4,2,1,2,11,6.3,0,0,20
3,1998-99,1999-04-26,Away,L,-22,HOU,Western,1,34.38,3,14,0.214,1,3,2,2,5,2,1,0,1,9,2.9,0,0,20
3,1998-99,1999-04-29,Home,W,19,POR,Western,1,37.32,5,11,0.455,0,2,5,6,6,7,2,2,6,15,12.2,0,0,20
3,1998-99,1999-05-02,Away,W,7,SEA,Western,1,43.38,12,20,0.6,1,2,3,4,6,4,2,3,3,28,22.9,0,0,20
3,1998-99,1999-05-03,Home,W,13,DAL,Western,1,39.52,6,12,0.5,0,0,5,5,4,10,3,1,5,17,16.3,1,0,20
3,1998-99,1999-05-05,Home,W,28,POR,Western,1,21.48,4,5,0.8,0,0,3,5,5,1,0,0,1,11,9.1,0,0,20
4,1999-00,1999-12-01,Home,W,18,GSW,Western,0,29.52,7,18,0.389,0,3,5,6,6,3,0,0,2,19,10.3,0,0,21
4,1999-00,1999-12-03,Home,W,13,POR,Western,0,34.09,6,15,0.4,0,1,11,13,8,0,2,1,0,23,18.4,0,0,21
4,1999-00,1999-12-05,Home,W,17,ORL,Eastern,0,25.25,6,12,0.5,2,3,1,2,3,3,1,1,4,15,8.5,0,0,21
4,1999-00,1999-12-07,Home,W,11,WAS,Eastern,0,30.37,5,13,0.385,0,1,11,14,1,2,2,0,3,21,11.8,0,0,21
4,1999-00,1999-12-08,Away,L,-12,SAC,Western,1,41.45,11,19,0.579,1,2,4,5,6,5,1,0,6,27,17.6,0,0,21
4,1999-00,1999-12-11,Away,W,12,VAN,Western,1,39.19,5,12,0.417,0,0,4,4,6,7,0,5,2,14,15.0,0,0,21
4,1999-00,1999-12-12,Home,W,8,DET,Eastern,1,35.15,11,24,0.458,0,2,4,5,5,6,1,1,3,26,16.0,0,0,21
4,1999-00,1999-12-14,Home,W,27,LAC,Western,1,30.27,5,12,0.417,0,1,8,9,3,3,2,2,1,18,16.2,0,0,21
4,1999-00,1999-12-16,Away,W,7,ATL,Eastern,1,40.24,10,19,0.526,0,1,10,11,7,2,0,1,0,30,22.5,0,0,21
4,1999-00,1999-12-17,Away,W,9,MIN,Western,1,44.3,10,24,0.417,0,2,8,9,7,12,1,0,4,28,21.5,1,0,21
4,1999-00,1999-12-19,Away,W,6,TOR,Eastern,1,40.23,9,20,0.45,0,0,8,11,3,3,3,0,4,26,14.4,0,0,21
4,1999-00,1999-12-20,Away,W,9,BOS,Eastern,1,45.16,9,17,0.529,1,1,8,8,4,4,4,0,3,27,22.5,0,0,21
4,1999-00,1999-12-25,Home,W,6,SAS,Western,1,35.16,7,19,0.368,0,1,4,5,5,5,0,0,4,18,6.9,0,0,21
4,1999-00,1999-12-27,Home,W,2,DAL,Western,1,41.59,10,22,0.455,1,1,4,4,9,4,3,0,3,25,18.7,0,0,21
4,1999-00,1999-12-29,Home,W,16,PHO,Western,1,40.59,8,15,0.533,0,0,2,2,6,6,1,0,4,18,12.5,0,0,21
4,1999-00,2000-01-04,Away,W,24,LAC,Western,1,37.04,12,26,0.462,0,1,5,7,9,2,1,0,4,29,16.3,0,0,21
4,1999-00,2000-01-05,Home,W,17,LAC,Western,1,36.54,11,22,0.5,0,1,4,6,10,6,1,2,2,26,21.8,1,0,21
4,1999-00,2000-01-07,Home,W,4,CHH,Eastern,1,35.5,5,19,0.263,1,4,2,2,10,4,1,0,5,13,2.7,1,0,21
4,1999-00,2000-01-08,Away,W,10,SEA,Western,1,42.49,11,18,0.611,5,7,4,5,6,1,3,1,3,31,24.0,0,0,21
4,1999-00,2000-01-10,Home,W,35,DEN,Western,1,36.0,12,18,0.667,4,6,2,2,7,4,4,1,1,30,31.6,0,0,21
4,1999-00,2000-01-12,Away,W,9,MIL,Eastern,1,43.0,10,19,0.526,0,3,2,2,4,5,3,2,3,22,17.6,0,0,21
4,1999-00,2000-01-14,Away,L,-9,IND,Eastern,1,39.56,7,19,0.368,0,1,4,4,7,3,0,1,2,18,8.8,0,0,21
4,1999-00,2000-01-15,Away,W,13,MIN,Western,1,39.51,8,18,0.444,2,3,4,5,3,6,1,2,2,22,16.1,0,0,21
4,1999-00,2000-01-17,Home,L,-1,SEA,Western,1,41.31,6,18,0.333,0,5,3,4,14,2,4,0,3,15,10.2,1,0,21
4,1999-00,2000-01-19,Home,W,9,CLE,Eastern,1,41.06,6,15,0.4,0,2,13,14,13,4,0,2,6,25,18.2,1,0,21
4,1999-00,2000-01-22,Home,L,-4,POR,Western,1,36.47,13,19,0.684,1,2,1,2,4,2,1,0,2,28,18.7,0,0,21
4,1999-00,2000-01-24,Away,L,-4,UTA,Western,1,44.11,9,24,0.375,1,2,7,8,7,1,0,3,4,26,12.1,0,0,21
4,1999-00,2000-01-28,Home,W,28,MIL,Eastern,1,32.44,8,15,0.533,1,2,6,6,2,0,3,1,0,23,18.4,0,0,21
4,1999-00,2000-01-30,Away,L,-6,HOU,Western,1,41.14,6,22,0.273,0,2,5,6,4,5,1,0,2,17,6.5,0,0,21
4,1999-00,2000-02-01,Away,L,-24,SAS,Western,1,40.57,7,14,0.5,0,1,5,6,7,8,4,2,1,19,22.9,0,0,21
4,1999-00,2000-02-04,Home,W,46,UTA,Western,1,25.56,5,8,0.625,0,1,3,5,4,9,2,1,4,13,13.2,0,0,21
4,1999-00,2000-02-07,Home,W,8,DEN,Western,1,41.5,10,21,0.476,3,5,6,7,9,11,1,3,4,29,27.0,1,0,21
4,1999-00,2000-02-09,Home,W,33,MIN,Western,1,33.03,9,17,0.529,2,2,4,5,5,4,1,0,5,24,16.0,0,0,21
4,1999-00,2000-02-15,Away,W,12,CHI,Eastern,1,41.52,8,14,0.571,1,3,4,4,5,5,5,2,4,21,21.8,0,0,21
4,1999-00,2000-02-16,Away,W,7,CHH,Eastern,1,33.31,9,18,0.5,0,1,8,8,7,6,0,0,3,26,20.3,0,0,21
4,1999-00,2000-02-18,Away,W,8,ORL,Eastern,1,44.14,4,10,0.4,1,2,2,2,3,5,4,0,4,11,9.2,0,0,21
4,1999-00,2000-02-20,Away,W,3,PHI,Eastern,1,39.01,7,15,0.467,0,1,4,5,3,7,0,5,3,18,15.4,0,0,21
4,1999-00,2000-02-22,Away,W,8,NJN,Eastern,1,39.26,9,20,0.45,0,1,3,4,4,4,0,1,1,21,13.9,0,0,21
4,1999-00,2000-02-23,Away,W,18,CLE,Eastern,1,39.15,9,22,0.409,1,3,2,3,7,6,2,1,0,21,17.0,0,0,21
4,1999-00,2000-02-25,Home,W,13,BOS,Eastern,1,31.08,6,12,0.5,0,0,5,6,6,5,3,2,2,17,16.7,0,0,21
4,1999-00,2000-02-27,Home,W,16,HOU,Western,1,35.59,13,18,0.722,2,4,3,7,4,6,1,1,4,31,23.5,0,0,21
4,1999-00,2000-02-29,Away,W,3,POR,Western,1,35.45,6,11,0.545,0,1,10,10,7,3,1,1,5,22,16.4,0,0,21
4,1999-00,2000-03-01,Home,W,12,VAN,Western,1,41.46,9,22,0.409,1,4,8,10,6,3,2,0,1,27,19.7,0,0,21
4,1999-00,2000-03-03,Home,W,15,IND,Eastern,1,40.43,9,17,0.529,1,2,3,4,5,7,1,1,3,22,17.6,0,0,21
4,1999-00,2000-03-05,Home,W,13,MIA,Eastern,1,38.48,5,12,0.417,1,3,4,6,7,3,3,1,2,15,12.5,0,0,21
4,1999-00,2000-03-06,Away,W,20,LAC,Western,1,29.21,9,12,0.75,1,2,3,4,1,5,0,0,0,22,18.6,0,0,21
4,1999-00,2000-03-09,Away,W,17,GSW,Western,1,38.58,9,19,0.474,1,4,11,13,4,4,2,1,2,30,24.6,0,0,21
4,1999-00,2000-03-12,Home,W,3,SAC,Western,1,43.0,15,24,0.625,2,4,8,9,10,8,0,1,4,40,34.1,1,0,21
4,1999-00,2000-03-13,Away,W,10,DEN,Western,1,43.26,8,20,0.4,0,3,6,8,9,5,1,0,1,22,15.8,0,0,21
4,1999-00,2000-03-16,Away,L,-7,WAS,Eastern,1,33.16,2,10,0.2,0,0,3,4,3,7,1,0,6,7,-0.8,0,0,21
4,1999-00,2000-03-17,Away,W,28,DET,Eastern,1,33.09,12,21,0.571,0,1,1,5,8,6,2,2,4,25,19.1,0,0,21
4,1999-00,2000-03-19,Away,W,7,NYK,Eastern,1,44.05,8,23,0.348,1,4,7,10,9,7,3,1,2,24,19.2,0,0,21
4,1999-00,2000-03-20,Away,W,11,MIA,Eastern,1,43.16,11,25,0.44,0,0,1,1,5,4,1,0,2,23,12.4,0,0,21
4,1999-00,2000-03-22,Home,W,23,GSW,Western,1,28.01,7,16,0.438,2,4,2,2,6,4,2,2,3,18,14.2,0,0,21
4,1999-00,2000-03-24,Home,W,8,PHO,Western,1,33.13,9,15,0.6,1,2,9,11,6,7,2,0,1,28,26.8,0,0,21
4,1999-00,2000-03-26,Away,W,1,SAC,Western,1,43.58,8,19,0.421,0,1,8,11,14,4,2,1,3,24,21.0,1,0,21
4,1999-00,2000-03-29,Away,W,9,VAN,Western,1,42.35,13,20,0.65,0,0,2,2,6,3,4,0,1,28,25.3,0,0,21
4,1999-00,2000-03-31,Home,W,12,PHI,Eastern,1,37.2,4,12,0.333,0,2,2,2,9,5,0,1,4,10,5.7,0,0,21
4,1999-00,2000-04-02,Home,W,24,NYK,Eastern,1,29.1,5,11,0.455,0,0,7,7,6,8,0,1,2,17,17.0,0,0,21
4,1999-00,2000-04-05,Away,W,7,GSW,Western,1,42.11,5,14,0.357,1,1,5,6,5,11,1,0,4,16,13.2,1,0,21
4,1999-00,2000-04-08,Home,L,-18,SAS,Western,1,38.43,12,30,0.4,0,3,2,4,8,5,1,0,0,26,16.7,0,0,21
4,1999-00,2000-04-10,Home,W,3,SEA,Western,1,44.57,13,28,0.464,0,3,7,9,10,6,2,0,1,33,25.2,1,0,21
4,1999-00,2000-04-14,Home,W,7,SAC,Western,1,39.46,13,21,0.619,1,2,4,6,5,5,3,3,1,31,29.8,0,0,21
4,1999-00,2000-04-16,Home,W,6,MIN,Western,1,41.26,7,18,0.389,0,4,11,11,3,10,2,1,6,25,19.8,1,0,21
4,1999-00,2000-04-18,Away,L,-10,DAL,Western,1,42.46,7,20,0.35,1,5,1,1,14,6,2,1,6,16,11.9,1,0,21
4,1999-00,2000-04-19,Away,L,-5,SAS,Western,1,42.38,9,21,0.429,2,5,3,4,7,1,1,0,1,23,14.7,0,0,21
5,2000-01,2000-10-31,Away,W,10,POR,Western,1,34.54,4,11,0.364,0,1,6,6,2,2,1,1,7,14,3.0,0,0,22
5,2000-01,2000-11-01,Home,L,-5,UTA,Western,1,37.03,9,21,0.429,1,2,12,13,4,5,0,1,2,31,22.1,0,0,22
5,2000-01,2000-11-04,Away,W,9,VAN,Western,1,40.18,9,20,0.45,1,1,3,4,5,2,5,2,6,22,14.1,0,0,22
5,2000-01,2000-11-05,Home,W,5,LAC,Western,1,41.17,6,14,0.429,2,4,7,7,5,6,0,0,2,21,16.5,0,0,22
5,2000-01,2000-11-07,Away,L,-10,HOU,Western,1,47.04,7,16,0.438,1,3,0,1,3,3,2,1,1,15,10.1,0,0,22
5,2000-01,2000-11-08,Away,L,-10,SAS,Western,1,45.37,15,31,0.484,1,3,1,1,3,8,3,0,3,32,22.8,0,0,22
5,2000-01,2000-11-12,Home,W,6,HOU,Western,1,44.1,12,29,0.414,1,1,12,15,10,2,3,0,2,37,24.9,1,0,22
5,2000-01,2000-11-14,Home,W,16,DEN,Western,1,39.01,12,23,0.522,1,3,6,6,4,9,2,1,4,31,25.5,0,0,22
5,2000-01,2000-11-16,Away,W,2,SAC,Western,1,49.25,9,23,0.391,1,5,12,12,10,3,0,1,3,31,20.1,1,0,22
5,2000-01,2000-11-18,Away,L,-1,DEN,Western,1,43.59,10,25,0.4,3,6,9,10,5,4,0,1,3,32,19.7,0,0,22
5,2000-01,2000-11-19,Home,W,8,CHI,Eastern,1,39.21,8,22,0.364,0,2,6,9,12,3,1,0,2,22,12.9,1,0,22
5,2000-01,2000-11-22,Home,W,20,GSW,Western,1,30.2,13,19,0.684,2,3,3,4,4,7,1,0,8,31,21.2,0,0,22
5,2000-01,2000-11-24,Home,W,7,MIN,Western,1,37.39,12,20,0.6,1,2,4,5,4,5,1,0,4,29,20.7,0,0,22
5,2000-01,2000-11-27,Away,W,15,LAC,Western,1,32.24,10,19,0.526,2,4,7,7,7,4,1,0,1,29,24.2,0,0,22
5,2000-01,2000-11-28,Home,W,17,IND,Eastern,1,36.56,11,24,0.458,3,6,12,12,4,5,4,0,2,37,30.5,0,0,22
5,2000-01,2000-11-30,Away,L,-33,SEA,Western,1,37.15,6,16,0.375,0,4,5,5,3,4,3,0,6,17,7.3,0,0,22
5,2000-01,2000-12-01,Home,W,9,SAS,Western,1,44.39,16,31,0.516,2,4,9,10,3,6,1,0,3,43,29.6,0,0,22
5,2000-01,2000-12-03,Home,W,2,DAL,Western,1,44.58,15,28,0.536,1,3,7,9,10,6,2,2,6,38,28.2,1,0,22
5,2000-01,2000-12-05,Home,W,11,PHI,Eastern,1,43.58,15,28,0.536,1,4,5,5,1,4,0,1,2,36,22.6,0,0,22
5,2000-01,2000-12-06,Away,L,-3,GSW,Western,1,51.16,18,35,0.514,2,7,13,13,7,8,2,1,8,51,35.7,0,0,22
5,2000-01,2000-12-08,Home,L,-8,SEA,Western,1,39.48,8,25,0.32,0,1,3,5,4,2,3,1,2,19,6.6,0,0,22
5,2000-01,2000-12-10,Home,W,24,DET,Eastern,1,33.3,11,21,0.524,2,5,2,2,4,9,1,1,1,26,23.5,0,0,22
5,2000-01,2000-12-12,Home,L,-4,MIL,Eastern,1,41.26,8,31,0.258,3,10,6,7,6,6,2,0,3,25,10.7,0,0,22
5,2000-01,2000-12-13,Away,L,-10,POR,Western,1,45.09,13,25,0.52,0,2,9,13,6,6,2,0,1,35,26.5,0,0,22
5,2000-01,2000-12-15,Home,W,22,VAN,Western,1,34.33,7,18,0.389,1,3,2,2,4,1,1,1,3,17,7.4,0,0,22
5,2000-01,2000-12-17,Away,W,3,TOR,Eastern,1,51.38,14,29,0.483,1,5,11,11,7,4,0,3,2,40,29.5,0,0,22
5,2000-01,2000-12-19,Away,W,2,MIA,Eastern,1,45.15,9,24,0.375,0,2,5,8,5,6,0,0,3,23,10.5,0,0,22
5,2000-01,2000-12-21,Away,W,5,HOU,Western,1,43.52,20,26,0.769,1,1,4,6,4,3,1,0,1,45,38.1,0,0,22
5,2000-01,2000-12-22,Away,W,5,DAL,Western,1,46.21,12,20,0.6,1,1,10,10,4,4,0,0,5,35,23.2,0,0,22
5,2000-01,2000-12-25,Home,L,-5,POR,Western,1,45.32,9,20,0.45,0,4,11,14,2,6,2,0,2,29,19.8,0,0,22
5,2000-01,2000-12-28,Away,W,37,PHO,Western,1,32.55,12,19,0.632,3,3,11,11,5,1,3,0,1,38,33.3,0,0,22
5,2000-01,2000-12-30,Away,W,2,LAC,Western,1,34.08,7,18,0.389,2,7,1,2,5,6,1,0,0,17,13.1,0,0,22
5,2000-01,2001-01-03,Home,W,11,UTA,Western,1,45.27,13,24,0.542,2,6,3,4,4,4,3,0,5,31,19.0,0,0,22
5,2000-01,2001-01-07,Home,L,-23,LAC,Western,1,45.07,10,24,0.417,0,5,7,8,6,4,3,1,4,27,16.9,0,0,22
5,2000-01,2001-01-12,Home,W,3,CLE,Eastern,1,42.2,10,25,0.4,2,6,10,11,5,5,2,2,4,32,20.9,0,0,22
5,2000-01,2001-01-13,Away,L,-8,UTA,Western,1,46.03,8,24,0.333,0,6,11,12,9,4,3,0,0,27,20.3,0,0,22
5,2000-01,2001-01-15,Home,W,1,VAN,Western,1,46.04,10,24,0.417,0,4,6,8,11,11,2,2,3,26,23.4,0,1,22
5,2000-01,2001-01-19,Home,W,13,HOU,Western,1,39.08,12,22,0.545,1,4,4,5,6,4,3,0,1,29,24.2,0,0,22
5,2000-01,2001-01-21,Home,L,-11,MIA,Eastern,1,45.08,13,27,0.481,1,3,7,8,8,0,5,1,6,34,20.4,0,0,22
5,2000-01,2001-01-23,Away,L,-11,SEA,Western,1,42.5,5,19,0.263,1,5,10,13,8,5,2,0,2,21,14.4,0,0,22
5,2000-01,2001-01-26,Home,W,12,NJN,Eastern,1,42.27,10,20,0.5,2,4,4,5,9,3,1,0,3,26,18.0,0,0,22
5,2000-01,2001-01-28,Away,L,-10,NYK,Eastern,1,42.29,12,27,0.444,1,3,8,11,11,3,2,0,3,33,22.5,1,0,22
5,2000-01,2001-01-30,Away,W,6,CLE,Eastern,1,40.31,12,26,0.462,0,1,23,26,5,3,3,1,7,47,32.3,0,0,22
5,2000-01,2001-01-31,Away,L,-13,MIN,Western,1,42.23,6,17,0.353,1,1,11,12,9,5,0,3,3,24,19.8,0,0,22
5,2000-01,2001-02-02,Home,W,6,CHH,Eastern,1,48.0,15,30,0.5,0,1,14,14,9,2,0,5,5,44,32.0,0,0,22
5,2000-01,2001-02-04,Home,W,6,SAC,Western,1,44.09,8,26,0.308,0,1,10,11,11,4,1,0,2,26,16.5,1,0,22
5,2000-01,2001-02-07,Home,W,2,PHO,Western,1,44.53,13,26,0.5,1,2,5,7,8,9,4,1,4,32,26.4,0,0,22
5,2000-01,2001-02-13,Away,W,3,NJN,Eastern,1,49.24,14,25,0.56,2,5,8,10,8,5,1,1,3,38,29.5,0,0,22
5,2000-01,2001-02-14,Away,L,-15,PHI,Eastern,1,40.45,7,13,0.538,1,2,3,4,7,7,1,0,6,18,12.5,0,0,22
5,2000-01,2001-02-16,Away,W,5,CHH,Eastern,1,41.58,8,17,0.471,0,1,9,10,10,10,1,0,4,25,22.9,0,1,22
5,2000-01,2001-02-18,Away,L,-1,IND,Eastern,1,45.25,13,28,0.464,0,2,7,9,5,9,1,1,4,33,23.7,0,0,22
5,2000-01,2001-02-20,Away,W,10,DAL,Western,1,39.45,5,16,0.313,0,0,9,10,6,7,1,1,3,19,14.0,0,0,22
5,2000-01,2001-02-28,Away,L,-6,DEN,Western,1,45.33,16,28,0.571,2,5,4,6,10,6,1,1,5,38,27.9,1,0,22
5,2000-01,2001-03-03,Away,W,10,VAN,Western,1,38.32,8,16,0.5,0,2,4,5,5,6,1,0,7,20,10.1,0,0,22
5,2000-01,2001-03-04,Home,W,15,GSW,Western,1,30.49,9,15,0.6,0,1,4,5,2,5,2,0,2,22,18.4,0,0,22
5,2000-01,2001-03-06,Away,W,12,GSW,Western,1,36.11,7,17,0.412,1,1,14,15,3,2,3,1,3,29,21.3,0,0,22
5,2000-01,2001-03-07,Home,W,12,TOR,Eastern,1,38.17,11,34,0.324,0,2,7,7,7,5,0,0,3,29,12.6,0,0,22
5,2000-01,2001-03-09,Home,L,-4,SAS,Western,1,43.45,16,33,0.485,0,1,6,8,7,2,1,0,4,38,19.8,0,0,22
5,2000-01,2001-03-15,Away,W,6,DET,Eastern,1,47.56,16,28,0.571,1,3,6,7,5,7,3,0,4,39,29.2,0,0,22
5,2000-01,2001-03-16,Away,W,12,WAS,Eastern,1,35.38,11,18,0.611,1,2,3,4,5,5,5,2,2,26,25.6,0,0,22
5,2000-01,2001-03-18,Away,W,5,ORL,Eastern,1,36.32,5,17,0.294,0,1,6,7,2,7,1,0,3,16,7.6,0,0,22
5,2000-01,2001-03-19,Away,L,-2,ATL,Eastern,1,44.23,10,22,0.455,0,0,7,9,12,4,0,1,7,27,15.3,1,0,22
5,2000-01,2001-03-21,Away,L,-7,MIL,Eastern,1,41.31,4,15,0.267,0,1,5,7,7,8,0,0,4,13,6.2,0,0,22
5,2000-01,2001-04-01,Home,L,-1,NYK,Eastern,1,11.23,0,4,0.0,0,2,0,0,0,2,0,0,0,0,-2.2,0,0,22
5,2000-01,2001-04-10,Home,W,26,PHO,Western,1,34.56,7,14,0.5,0,1,6,8,3,4,6,0,1,20,20.1,0,0,22
5,2000-01,2001-04-12,Home,W,17,MIN,Western,1,37.25,14,24,0.583,0,0,2,3,5,9,1,0,1,30,25.4,0,0,22
5,2000-01,2001-04-15,Home,W,5,POR,Western,1,45.0,9,21,0.429,0,2,7,10,4,7,1,1,1,25,17.9,0,0,22
5,2000-01,2001-04-17,Home,W,17,DEN,Western,1,33.15,7,13,0.538,1,2,11,13,5,5,2,0,2,26,23.1,0,0,22
6,2001-02,2001-10-30,Home,W,11,POR,Western,1,42.36,11,24,0.458,1,1,6,8,7,4,3,1,2,29,23.2,0,0,23
6,2001-02,2001-11-01,Away,W,4,UTA,Western,1,43.03,11,22,0.5,1,3,16,19,6,8,3,1,2,39,35.1,0,0,23
6,2001-02,2001-11-02,Home,W,23,PHO,Western,1,37.4,9,14,0.643,0,0,6,7,6,9,2,1,7,24,20.8,0,0,23
6,2001-02,2001-11-04,Home,W,4,UTA,Western,1,44.17,13,21,0.619,0,0,12,15,6,7,3,1,5,38,31.1,0,0,23
6,2001-02,2001-11-09,Home,W,24,MEM,Western,1,33.01,5,15,0.333,1,2,2,2,6,7,5,3,2,13,16.7,0,0,23
6,2001-02,2001-11-11,Home,W,13,ORL,Eastern,1,32.54,8,13,0.615,0,0,12,14,5,8,1,1,4,28,24.5,0,0,23
6,2001-02,2001-11-15,Away,W,1,HOU,Western,1,49.19,13,27,0.481,0,2,5,5,3,5,1,0,2,31,20.3,0,0,23
6,2001-02,2001-11-16,Away,L,-12,PHO,Western,1,42.13,5,15,0.333,1,3,7,8,3,5,2,0,2,18,13.1,0,0,23
6,2001-02,2001-11-18,Home,W,8,SAC,Western,1,42.3,10,19,0.526,0,0,9,10,5,8,1,0,4,29,23.0,0,0,23
6,2001-02,2001-11-20,Away,W,5,LAC,Western,1,41.39,7,14,0.5,3,3,8,10,4,12,3,1,4,25,25.7,1,0,23
6,2001-02,2001-11-21,Away,W,21,DEN,Western,1,36.53,9,15,0.6,1,2,5,6,13,7,2,0,4,24,23.1,1,0,23
6,2001-02,2001-11-23,Home,W,16,GSW,Western,1,26.33,11,14,0.786,0,1,6,6,3,3,2,0,1,28,25.8,0,0,23
6,2001-02,2001-11-25,Home,W,7,DEN,Western,1,40.11,10,19,0.526,0,1,5,7,7,7,2,0,1,25,22.5,0,0,23
6,2001-02,2001-11-27,Home,W,19,MIL,Eastern,1,38.49,11,23,0.478,3,4,8,10,8,4,1,1,1,33,26.4,0,0,23
6,2001-02,2001-11-30,Away,W,15,SEA,Western,1,34.24,10,19,0.526,0,4,10,11,3,3,1,0,3,30,20.1,0,0,23
6,2001-02,2001-12-01,Home,W,26,MIN,Western,1,26.32,6,15,0.4,1,1,5,6,3,5,2,0,0,18,15.5,0,0,23
6,2001-02,2001-12-05,Home,W,4,DAL,Western,1,42.07,9,23,0.391,0,2,1,2,9,5,3,0,4,19,11.7,0,0,23
6,2001-02,2001-12-07,Away,L,-6,SAC,Western,1,41.26,9,23,0.391,0,4,5,5,6,3,0,0,2,23,12.0,0,0,23
6,2001-02,2001-12-11,Home,L,-11,SEA,Western,1,37.51,7,23,0.304,0,3,2,3,3,1,0,0,1,16,1.3,0,0,23
6,2001-02,2001-12-14,Home,W,30,LAC,Western,1,37.39,9,18,0.5,0,1,7,7,4,7,3,2,3,25,22.3,0,0,23
6,2001-02,2001-12-16,Home,W,16,GSW,Western,1,31.57,10,12,0.833,0,1,8,9,5,3,2,1,1,28,27.7,0,0,23
6,2001-02,2001-12-20,Away,W,6,HOU,Western,1,42.29,9,26,0.346,1,1,8,8,5,5,1,1,2,27,16.7,0,0,23
6,2001-02,2001-12-21,Away,L,-6,MEM,Western,1,36.56,15,23,0.652,1,4,5,5,4,6,0,0,3,36,27.1,0,0,23
6,2001-02,2001-12-25,Home,W,6,PHI,Eastern,1,42.1,6,19,0.316,0,2,0,0,11,9,0,0,3,12,7.3,1,0,23
6,2001-02,2001-12-26,Away,L,-11,GSW,Western,1,40.39,17,28,0.607,3,7,2,2,2,5,1,0,3,39,27.1,0,0,23
6,2001-02,2001-12-28,Home,L,-3,TOR,Eastern,1,40.04,9,24,0.375,2,3,6,9,8,6,1,0,5,26,14.6,0,0,23
6,2001-02,2001-12-30,Home,W,24,HOU,Western,1,30.52,7,17,0.412,0,2,2,2,2,11,0,0,1,16,13.4,1,0,23
6,2001-02,2002-01-02,Away,W,1,DEN,Western,1,35.57,11,22,0.5,0,0,6,7,8,3,3,0,3,28,21.5,0,0,23
6,2001-02,2002-01-04,Home,W,32,PHO,Western,1,30.05,7,15,0.467,0,1,4,5,3,6,0,1,3,18,11.5,0,0,23
6,2001-02,2002-01-06,Away,W,20,TOR,Eastern,1,36.12,12,20,0.6,0,0,7,9,7,2,3,0,4,31,23.9,0,0,23
6,2001-02,2002-01-08,Away,W,29,DET,Eastern,1,27.57,8,17,0.471,0,1,4,4,4,6,1,0,0,20,17.3,0,0,23
6,2001-02,2002-01-09,Away,W,19,IND,Eastern,1,35.02,11,22,0.5,1,1,8,14,8,4,3,0,3,31,22.8,0,0,23
6,2001-02,2002-01-11,Away,L,-18,MIN,Western,1,38.19,9,27,0.333,0,2,5,6,3,5,0,0,2,23,8.9,0,0,23
6,2001-02,2002-01-12,Away,L,-2,CHI,Eastern,1,47.29,9,25,0.36,0,2,8,11,5,9,3,0,7,26,13.9,0,0,23
6,2001-02,2002-01-14,Home,W,39,MEM,Western,1,34.16,21,34,0.618,3,6,11,12,5,4,1,0,0,56,46.3,0,0,23
6,2001-02,2002-01-16,Home,L,-6,MIA,Eastern,1,39.51,12,30,0.4,0,3,5,7,8,7,1,0,3,29,18.1,0,0,23
6,2001-02,2002-01-19,Away,W,17,SAS,Western,1,38.29,11,25,0.44,1,2,5,7,7,5,2,1,1,28,21.8,0,0,23
6,2001-02,2002-01-22,Home,L,-16,DEN,Western,1,39.08,6,14,0.429,0,2,3,3,7,6,2,0,5,15,9.3,0,0,23
6,2001-02,2002-01-23,Away,L,-5,LAC,Western,1,38.47,11,25,0.44,0,2,5,6,2,4,1,1,0,27,17.4,0,0,23
6,2001-02,2002-01-25,Home,W,3,SAS,Western,1,40.26,9,19,0.474,0,0,9,9,3,6,0,0,3,27,17.8,0,0,23
6,2001-02,2002-01-27,Away,L,-6,PHI,Eastern,1,36.44,8,17,0.471,0,0,4,5,2,3,1,1,1,20,13.1,0,0,23
6,2001-02,2002-01-29,Away,W,34,ATL,Eastern,1,27.12,13,20,0.65,0,1,6,6,4,2,0,0,2,32,23.8,0,0,23
6,2001-02,2002-01-30,Away,W,18,ORL,Eastern,1,45.12,9,23,0.391,0,1,5,8,8,4,1,0,2,23,13.9,0,0,23
6,2001-02,2002-02-01,Away,W,15,MEM,Western,1,37.07,5,13,0.385,0,2,3,4,4,6,2,0,3,13,9.5,0,0,23
6,2001-02,2002-02-03,Away,W,7,DAL,Western,1,39.47,11,25,0.44,0,2,2,2,10,6,2,1,2,24,17.6,1,0,23
6,2001-02,2002-02-06,Home,L,-8,CHI,Eastern,1,41.21,14,26,0.538,1,2,9,10,8,1,1,2,8,38,22.9,0,0,23
